ID,floor,lift,district,street,community,area,toward,model,rent
rent0623,低楼层/28层,有,朝阳,望京,东湖湾一期,171.00㎡,南 北,3室2厅2卫,24600
rent0624,低楼层/29层,无,朝阳,东坝,金隅汇景苑,85.47㎡,南,2室1厅1卫,6500
rent0625,低楼层/16层,有,西城,六铺炕,德胜置业,175.99㎡,南,3室1厅2卫,22000
rent0626,中楼层/19层,有,朝阳,亚运村小营,风格派,57.00㎡,西南,1室0厅1卫,6800
rent0627,高楼层/12层,有,通州,通州其它,珠江四季悦城,96.00㎡,南,3室1厅2卫,5000
rent0628,中楼层/10层,有,门头沟,滨河西区,含晖苑,98.00㎡,南 北,2室1厅1卫,4000
rent0629,低楼层/21层,有,昌平,西三旗,新龙大厦,43.17㎡,东,1房间1卫,5000
rent0630,低楼层/6层,无,朝阳,工体,幸福二村,109.00㎡,南 北,2室1厅2卫,16000
rent0631,高楼层/15层,无,昌平,北七家,金辰府,89.00㎡,东 西,3室1厅1卫,4600
rent0632,低楼层/21层,有,昌平,西三旗,新龙大厦,43.17㎡,东,1房间1卫,5000
rent0633,中楼层/21层,有,门头沟,大峪,高家园二路2号院,66.00㎡,南,2室1厅1卫,2850
rent0634,中楼层/6层,无,朝阳,首都机场,南平里,42.00㎡,南,1室1厅1卫,3100
rent0635,中楼层/6层,无,西城,月坛,月坛西街东里21号院,68.50㎡,南 北,3室1厅1卫,12500
rent0636,中楼层/4层,无,海淀,五道口,科源小区,40.00㎡,南 北,1室1厅1卫,5600
rent0637,高楼层/6层,无,通州,万达,西营前街,61.00㎡,南 北,2室1厅1卫,3200
rent0638,中楼层/28层,有,朝阳,北苑,筑华年,91.00㎡,西南,3室1厅1卫,8700
rent0639,低楼层/6层,无,海淀,甘家口,后白堆子,45.00㎡,南,1室1厅1卫,6800
rent0640,高楼层/11层,有,朝阳,北苑,北京青年城,146.76㎡,南 北,3室2厅2卫,11500
rent0641,低楼层/6层,无,顺义,顺义城,滨河小区,60.20㎡,南 北,1室1厅1卫,2700
rent0642,高楼层/6层,无,通州,万达,潞河中学北街,84.00㎡,东 西,3室1厅1卫,3800
rent0643,高楼层/6层,无,石景山,鲁谷,北重西厂,63.00㎡,南 北,2室1厅1卫,4300
rent0644,中楼层/16层,有,大兴,旧宫,中冶德贤公馆,185.00㎡,南 北,3室2厅3卫,16800
rent0645,中楼层/42层,有,朝阳,东大桥,北京财富中心,160.00㎡,南,2室1厅2卫,25000
rent0646,低楼层/12层,有,大兴,大兴新机场,富力丹麦小镇D区,102.00㎡,南 北,2室1厅1卫,3700
rent0647,高楼层/6层,无,朝阳,团结湖,团结湖北三条,52.40㎡,南,2室1厅1卫,6700
rent0648,中楼层/6层,无,大兴,枣园,清源西里,67.00㎡,东 西,2室1厅1卫,3300
rent0649,低楼层/25层,有,大兴,枣园,波普公社,44.46㎡,南,2房间1卫,3100
rent0650,中楼层/27层,有,海淀,学院路,城华园,80.00㎡,西,2室1厅1卫,8300
rent0651,高楼层/19层,有,东城,陶然亭,中海紫御公馆,62.00㎡,西北,2室1厅1卫,8500
rent0652,中楼层/8层,有,朝阳,大望路,金港国际,108.00㎡,南 北,2室1厅1卫,10500
rent0653,中楼层/5层,无,海淀,紫竹桥,三虎桥南路12号院,56.50㎡,南 北,3室1厅1卫,7800
rent0654,低楼层/6层,无,西城,金融街,京畿道,40.80㎡,南,1室1厅1卫,9166
rent0655,低楼层/6层,无,海淀,双榆树,双榆树东里,55.40㎡,南 北,2室1厅1卫,9200
rent0656,高楼层/6层,无,大兴,西红门,宏大北园,140.00㎡,南 北,3室2厅2卫,6300
rent0657,低楼层/7层,有,东城,东直门,当代MOMA,215.81㎡,南 北,3室2厅3卫,40000
rent0658,中楼层/26层,有,朝阳,望京,银领国际,80.00㎡,北,1室1厅1卫,8500
rent0659,高楼层/11层,有,大兴,天宫院,熙兆大厦,47.00㎡,西,2房间1卫,3200
rent0660,高楼层/24层,有,丰台,草桥,玺萌鹏苑,33.55㎡,北,1室0厅1卫,4300
rent0661,中楼层/25层,有,朝阳,北苑,北苑家园望春园,76.00㎡,西,1室1厅1卫,7000
rent0662,中楼层/16层,无,怀柔,怀柔,影人峰汇,129.00㎡,南 北,2室1厅1卫,4000
rent0663,低楼层/7层,无,顺义,李桥,樱花园一区,65.00㎡,南 北,1室1厅1卫,3200
rent0664,中楼层/6层,无,顺义,顺义城,前进花园牡丹苑,109.00㎡,南 北,3室2厅1卫,5700
rent0665,高楼层/9层,无,丰台,丰台其它,珠光御景西园,136.00㎡,南 北,3室2厅2卫,4800
rent0666,高楼层/6层,无,门头沟,石门营,石门营新区六区,65.00㎡,南,2室1厅1卫,3300
rent0667,低楼层/9层,有,大兴,高米店,兴涛社区,109.13㎡,南 北,2室1厅2卫,5600
rent0668,中楼层/12层,有,通州,乔庄,运河居,126.00㎡,南 北,3室1厅2卫,5500
rent0669,中楼层/17层,有,海淀,牡丹园,邮科社区,43.20㎡,南,1室1厅1卫,6600
rent0670,中楼层/6层,无,大兴,枣园,福苑小区,74.00㎡,南 北,2室1厅1卫,3300
rent0671,高楼层/6层,无,房山,良乡,明源北里,92.31㎡,南 北,3室1厅2卫,2500
rent0672,低楼层/6层,无,昌平,西关环岛,西关北路,68.00㎡,南 北,2室1厅1卫,3300
rent0673,中楼层/15层,有,大兴,大兴新机场,御园B区,85.00㎡,南 北,2室1厅1卫,2600
rent0674,中楼层/5层,有,大兴,大兴新机场,富力飞常HAOS,116.00㎡,北,4房间1卫,3300
rent0675,高楼层/6层,无,丰台,五里店,丰西北里,42.00㎡,南,1室1厅1卫,3100
rent0676,中楼层/9层,有,亦庄开发区,亦庄,林肯公寓,70.00㎡,东 西,3房间2卫,7800
rent0677,低楼层/12层,有,西城,木樨地,西便门外大街,66.00㎡,南 北,2室1厅1卫,10500
rent0678,中楼层/19层,有,房山,阎村,绿城百合公寓玉泉苑,208.02㎡,南 北,5室2厅2卫,10000
rent0679,低楼层/6层,无,东城,永定门,郭庄北里,40.00㎡,南,1室1厅1卫,4000
rent0680,低楼层/16层,有,西城,月坛,月坛南街北里,38.70㎡,北,1室1厅1卫,7000
rent0681,低楼层/6层,无,通州,九棵树(家乐福),旗舰凯旋二三期,100.00㎡,南 北,2室1厅1卫,4500
rent0682,中楼层/6层,无,通州,北关,西潞苑小区,94.00㎡,南 北,3室1厅1卫,4300
rent0683,高楼层/6层,无,西城,六铺炕,德外大街甲22号,54.10㎡,东 西,2室1厅1卫,7700
rent0684,中楼层/22层,有,丰台,科技园区,广安康润家园东区,100.45㎡,南 北,3室1厅1卫,6500
rent0685,低楼层/18层,有,东城,左安门,左安浦园,37.40㎡,北,1室1厅1卫,4800
rent0686,低楼层/12层,有,朝阳,朝青,润枫水尚东区,189.00㎡,南 北,3室2厅2卫,18500
rent0687,中楼层/21层,有,朝阳,工体,首开幸福广场,126.70㎡,东,2室1厅2卫,17000
rent0688,低楼层/21层,有,朝阳,双井,苹果社区北区,59.16㎡,南,1室0厅1卫,7000
rent0689,中楼层/6层,无,朝阳,劲松,农光里,63.00㎡,南 北,2室1厅1卫,7200
rent0690,低楼层/6层,无,石景山,鲁谷,永乐东区,62.50㎡,南 北,2室1厅1卫,5300
rent0691,高楼层/6层,无,丰台,西红门,西宏苑,69.98㎡,南 北,2室1厅1卫,4200
rent0692,中楼层/18层,有,朝阳,四惠,爱这城二期,120.32㎡,南,2室1厅2卫,11500
rent0693,中楼层/24层,有,房山,长阳,首开熙悦双子座,100.00㎡,西,4房间1卫,6500
rent0694,中楼层/6层,无,大兴,南中轴机场商务区,华远和墅,79.00㎡,东,2室1厅1卫,2300
rent0695,中楼层/6层,无,丰台,洋桥,洋桥北里,67.00㎡,东 西,2室1厅1卫,5800
rent0696,高楼层/6层,无,朝阳,望京,望京路3号院,60.00㎡,东南,2室1厅1卫,7500
rent0697,中楼层/20层,有,海淀,清河,水木天成,103.44㎡,南 北,2室2厅2卫,13000
rent0698,高楼层/5层,无,朝阳,安贞,安贞西里,44.00㎡,南,1室1厅1卫,7000
rent0699,中楼层/8层,无,门头沟,门头沟其它,华萃西山,93.00㎡,南 北,3室1厅1卫,4800
rent0700,中楼层/6层,无,顺义,后沙峪,清岚花园汉民区,105.38㎡,南 北,3室1厅1卫,5300
rent0701,中楼层/5层,无,门头沟,城子,剧场东街,69.68㎡,南 北,2室1厅1卫,3700
rent0702,高楼层/6层,无,大兴,黄村中,兴政东里,81.95㎡,南 北,3室1厅1卫,3500
rent0703,低楼层/6层,无,顺义,顺义城,石园南区,65.00㎡,南,1室1厅1卫,2600
rent0704,中楼层/6层,无,大兴,观音寺,观音寺南里,88.00㎡,南 北,2室1厅1卫,3500
rent0705,高楼层/6层,无,朝阳,惠新西街,惠新南里5号院,45.69㎡,南,1室1厅1卫,5800
rent0706,中楼层/26层,有,石景山,鲁谷,远洋山水,128.00㎡,南 北,3室2厅2卫,12400
rent0707,高楼层/6层,无,丰台,新宫,诚苑南里,55.48㎡,南 北,1室1厅1卫,3500
rent0708,中楼层/7层,无,房山,良乡,伟业嘉园西里,121.82㎡,南 北,3室2厅2卫,4100
rent0709,中楼层/7层,有,大兴,高米店,郁花园一里,74.20㎡,南 北,2室1厅1卫,4500
rent0710,中楼层/6层,有,顺义,马坡,龙湖香醍漫步三区,93.89㎡,南 北,2室2厅1卫,4200
rent0711,低楼层/25层,有,朝阳,亚运村,安慧里二区,50.64㎡,西,1室2厅1卫,6800
rent0712,低楼层/17层,有,房山,阎村,绿城百合公寓玉泉苑,93.54㎡,南 北,2室1厅1卫,3500
rent0713,中楼层/16层,有,朝阳,常营,万象新天罗兰大道,142.00㎡,南 北,4室1厅2卫,13500
rent0714,中楼层/5层,有,海淀,玉泉路,金隅长安山麓,224.00㎡,南 北,4室2厅2卫,23000
rent0715,高楼层/6层,无,顺义,李桥,馨港庄园三区,87.00㎡,南 北,2室1厅1卫,3500
rent0716,中楼层/4层,无,海淀,西山,西山美墅馆C区,205.00㎡,南 北,4室2厅3卫,33000
rent0717,高楼层/14层,有,朝阳,北苑,北苑家园望春园,108.00㎡,南 北,2室1厅2卫,8300
rent0718,高楼层/15层,有,朝阳,大望路,后现代城B区,46.39㎡,北,1室0厅1卫,6000
rent0719,中楼层/9层,有,丰台,青塔,万科紫苑,63.00㎡,北,3房间1卫,7500
rent0720,高楼层/6层,无,丰台,看丹桥,韩庄子西里,46.81㎡,东 南,2室1厅1卫,4800
rent0721,低楼层/8层,有,亦庄开发区,亦庄,听涛雅苑,52.00㎡,南,1室1厅1卫,5300
rent0722,低楼层/6层,无,丰台,五里店,程庄路3号院,53.80㎡,南 北,2室1厅1卫,4300
rent0723,低楼层/6层,无,大兴,枣园,滨河西里,65.00㎡,南 北,2室1厅1卫,4500
rent0724,高楼层/18层,有,丰台,科技园区,万科蓝蓝沁家园,75.00㎡,南 北,2室1厅1卫,7500
rent0725,低楼层/15层,有,通州,九棵树(家乐福),大方居,90.00㎡,南 北,2室1厅1卫,4200
rent0726,中楼层/24层,有,丰台,太平桥,尚西泊图,64.00㎡,西北,1室1厅1卫,6300
rent0727,高楼层/6层,无,石景山,八角,八角北路,57.00㎡,南 北,2室1厅1卫,4200
rent0728,中楼层/13层,有,大兴,高米店,天恒世界集,81.00㎡,东,2室1厅1卫,4600
rent0729,中楼层/18层,有,门头沟,大峪,黑山A3区,65.00㎡,南 北,2室1厅1卫,3000
rent0730,中楼层/22层,有,通州,九棵树(家乐福),大方居,88.01㎡,东 西,2室1厅1卫,4000
rent0731,中楼层/11层,有,顺义,顺义其它,首创派尚国际,57.00㎡,东 西北,4房间1卫,3000
rent0732,高楼层/16层,有,西城,马甸,新明胡同,77.40㎡,南 北,3室1厅1卫,10800
rent0733,中楼层/29层,有,朝阳,望京,远洋万和公馆,255.97㎡,南 北,3室2厅3卫,50000
rent0734,中楼层/30层,有,大兴,天宫院,保利春天里,96.00㎡,南 北,4室1厅2卫,6000
rent0735,低楼层/6层,无,丰台,和义,久敬佳园二区,98.00㎡,南 北,2室1厅1卫,5700
rent0736,低楼层/4层,无,昌平,北七家,美树假日嘉园,186.00㎡,南 北,4室1厅3卫,10800
rent0737,高楼层/15层,有,昌平,北七家,金辰府,89.33㎡,南 北,3室1厅1卫,5200
rent0738,中楼层/16层,有,朝阳,亚运村,天创世缘,176.00㎡,东 西,3室1厅2卫,21120
rent0739,高楼层/6层,无,通州,九棵树(家乐福),阿尔法社区二期,88.80㎡,南 北,2室1厅1卫,4300
rent0740,中楼层/16层,有,朝阳,亚运村,天创世缘,141.00㎡,东南,2室1厅2卫,16920
rent0741,中楼层/6层,无,昌平,西关环岛,郝庄家园南区,71.00㎡,南 北,2室1厅1卫,3000
rent0742,低楼层/26层,有,通州,临河里,海棠湾一期,150.00㎡,南 北,3室2厅1卫,12000
rent0743,中楼层/20层,有,朝阳,西坝河,西坝河北里,46.00㎡,南,1室1厅1卫,5500
rent0744,低楼层/41层,有,朝阳,CBD,SOHO现代城,142.00㎡,东,2室1厅1卫,18500
rent0745,低楼层/6层,无,海淀,苏州桥,海淀南路24号院,55.00㎡,南 北,2室1厅1卫,13500
rent0746,中楼层/18层,有,石景山,鲁谷,远洋山水,97.26㎡,南,2室1厅1卫,8000
rent0747,中楼层/18层,有,房山,长阳,圣水北大街56号院,91.00㎡,南,2室1厅1卫,3000
rent0748,高楼层/13层,有,朝阳,常营,柏林爱乐四期,110.16㎡,南 北,2室1厅1卫,8700
rent0749,中楼层/6层,无,大兴,黄村中,兴政东里,56.54㎡,南 北,2室1厅1卫,3200
rent0750,高楼层/18层,有,通州,北关,金地格林格林,89.00㎡,南 北,3室1厅1卫,5000
rent0751,中楼层/7层,无,昌平,回龙观,龙禧苑二区,122.65㎡,南 北,4房间1卫,7800
rent0752,低楼层/23层,有,通州,临河里,华业东方玫瑰A区,68.00㎡,南,1室1厅1卫,4300
rent0753,低楼层/22层,有,朝阳,石佛营,酷特区,41.61㎡,北,1室0厅1卫,5600
rent0754,中楼层/6层,无,昌平,天通苑,太平家园,89.01㎡,南,2室2厅1卫,8300
rent0755,高楼层/16层,有,朝阳,CBD,蓝堡国际公寓,45.00㎡,西,1室0厅1卫,9500
rent0756,高楼层/20层,有,海淀,西三旗,富力桃园C区,227.00㎡,南 北,4室2厅3卫,14800
rent0757,高楼层/6层,无,通州,临河里,群芳园,93.00㎡,南 北,2室1厅1卫,4600
rent0758,高楼层/6层,无,朝阳,望京,南湖中园二区,69.00㎡,南 北,2室1厅1卫,7500
rent0759,中楼层/8层,有,昌平,北七家,金色漫香苑,125.00㎡,南 北,3室2厅2卫,7200
rent0760,中楼层/16层,有,石景山,城子,天翠阳光新城,72.99㎡,南,2室1厅1卫,3500
rent0761,中楼层/29层,有,通州,武夷花园,京贸家园,58.00㎡,南,1室1厅1卫,3500
rent0762,低楼层/28层,有,门头沟,大峪,黑山A5区,64.00㎡,南 北,2室1厅1卫,2700
rent0763,中楼层/25层,有,朝阳,百子湾,金都杭城东区,145.00㎡,南 北,3室2厅2卫,14500
rent0764,高楼层/5层,无,西城,阜成门,百万庄7号院,50.00㎡,东 西,2室1厅1卫,8500
rent0765,高楼层/11层,有,朝阳,大望路,金港国际,45.59㎡,西,1室0厅1卫,5800
rent0766,高楼层/6层,无,朝阳,望京,花家地南里,43.00㎡,南,1室1厅1卫,6000
rent0767,高楼层/28层,有,朝阳,望京,融科橄榄城一期,106.00㎡,南,2室1厅2卫,14800
rent0768,高楼层/9层,有,通州,通州其它,泰禾一号街区,75.00㎡,西南,4房间2卫,7800
rent0769,中楼层/5层,无,门头沟,城子,向阳楼,49.42㎡,东 西,2室1厅1卫,2700
rent0770,高楼层/16层,有,朝阳,朝青,青年汇佳园,63.17㎡,东南,1室2厅1卫,7800
rent0771,中楼层/22层,无,丰台,丽泽,玉璞家园,65.00㎡,南,2室1厅1卫,6000
rent0772,高楼层/7层,无,昌平,天通苑,天通苑东二区,147.20㎡,南 北,3室2厅2卫,7900
rent0773,中楼层/27层,有,海淀,知春路,太阳园,80.14㎡,东南,2室1厅1卫,11500
rent0774,低楼层/15层,有,东城,崇文门,新景家园东区,41.70㎡,东,1室0厅1卫,6000
rent0775,低楼层/26层,有,海淀,紫竹桥,人济山庄,208.00㎡,西,2室2厅0卫,40000
rent0776,中楼层/7层,有,通州,临河里,金隅自由筑,52.34㎡,东,4房间1卫,3100
rent0777,低楼层/26层,有,朝阳,望京,融科橄榄城三期,95.00㎡,南,2室1厅1卫,14000
rent0778,低楼层/26层,有,海淀,紫竹桥,人济山庄,184.00㎡,东,2室2厅1卫,37500
rent0779,高楼层/12层,有,通州,果园,新华联家园北区,141.59㎡,南 北,3室1厅2卫,7000
rent0780,中楼层/9层,有,大兴,南中轴机场商务区,金色漫香郡南区,90.00㎡,南 北,2室1厅1卫,3200
rent0781,低楼层/26层,有,海淀,紫竹桥,人济山庄,148.00㎡,东,2室0厅0卫,33000
rent0782,中楼层/16层,有,海淀,万柳,碧水云天,100.44㎡,西,2室1厅1卫,18000
rent0783,中楼层/22层,有,通州,通州北苑,长城国际,63.00㎡,西,1室1厅1卫,3900
rent0784,低楼层/3层,无,海淀,四季青,Wehouse,212.00㎡,南 北,5室2厅4卫,85000
rent0785,低楼层/27层,有,通州,通州其它,紫运中路28号院,90.00㎡,南,2室1厅1卫,4500
rent0786,高楼层/7层,无,东城,广渠门,夕照寺中街,45.66㎡,南 北,1室1厅1卫,5500
rent0787,高楼层/6层,无,门头沟,滨河西区,德露苑,83.09㎡,南 北,2室1厅1卫,3300
rent0788,高楼层/18层,有,朝阳,豆各庄,富力又一城C区,89.60㎡,南,2室2厅1卫,7200
rent0789,中楼层/27层,有,朝阳,朝阳公园,丽水嘉园,127.00㎡,西北,3室2厅2卫,16000
rent0790,高楼层/6层,无,门头沟,滨河西区,绮霞苑,65.90㎡,南 北,2室1厅1卫,3300
rent0791,低楼层/10层,有,顺义,后沙峪,香花畦家园,168.00㎡,南 北,3室2厅2卫,18000
rent0792,中楼层/19层,有,朝阳,百子湾,沿海赛洛城二期,48.45㎡,南,1室0厅1卫,6200
rent0793,高楼层/27层,无,石景山,城子,绿地·京西景园,50.00㎡,南,1室1厅1卫,3200
rent0794,高楼层/4层,无,石景山,苹果园,射击家属院,61.00㎡,南 北,2室1厅1卫,6000
rent0795,高楼层/16层,有,大兴,西红门,鸿坤理想城礼域府,88.00㎡,南 北,2室1厅1卫,6000
rent0796,低楼层/18层,有,朝阳,东大桥,核桃园北里,71.33㎡,东 西北,3室1厅1卫,9800
rent0797,地下室/3层,无,房山,长阳,加州水郡一期,300.00㎡,南 北,6室2厅3卫,19000
rent0798,低楼层/30层,有,通州,武夷花园,京贸国际城,90.00㎡,东北,2室1厅1卫,5000
rent0799,中楼层/5层,无,石景山,石景山其它,远洋五里春秋,90.00㎡,西南 北,3室2厅2卫,5800
rent0800,高楼层/11层,无,门头沟,门头沟其它,中门寺街37号院,46.77㎡,南,1室1厅1卫,2300
rent0801,中楼层/14层,有,昌平,鼓楼大街,金隅万科城三期,111.41㎡,南 北,3室2厅1卫,7000
rent0802,低楼层/25层,有,朝阳,酒仙桥,电子城小区,90.00㎡,西南,3室2厅1卫,8450
rent0803,高楼层/30层,有,大兴,天宫院,保利春天里,96.00㎡,南 北,3室1厅1卫,5700
rent0804,高楼层/6层,有,房山,长阳,金地朗悦YOYO派,40.00㎡,北,1房间1卫,2400
rent0805,中楼层/6层,无,朝阳,南沙滩,南沙滩小区,64.00㎡,南 北,2室1厅1卫,7000
rent0806,高楼层/25层,有,朝阳,北苑,北苑家园望春园,110.94㎡,东 北,2室1厅2卫,9300
rent0807,高楼层/18层,有,朝阳,双桥,远洋一方北润园,86.77㎡,南 北,2室1厅1卫,6300
rent0808,高楼层/28层,有,昌平,回龙观,金域华府一期,89.00㎡,南,2室1厅1卫,9200
rent0809,低楼层/8层,有,顺义,后沙峪,明德家园,92.00㎡,南 北,2室1厅1卫,5800
rent0810,高楼层/13层,有,海淀,四季青,西荣阁,46.00㎡,北,1房间1卫,5500
rent0811,中楼层/18层,有,通州,梨园,新通国际花园,96.00㎡,西南,2室1厅1卫,5400
rent0812,高楼层/6层,无,朝阳,望京,南湖东园一区,98.00㎡,南 北,4室2厅1卫,12500
rent0813,高楼层/9层,有,昌平,南邵,长滩壹号,144.35㎡,南 北,3室1厅2卫,9000
rent0814,高楼层/6层,无,顺义,顺义城,西辛北区,52.91㎡,南 北,1室1厅1卫,3200
rent0815,高楼层/24层,有,朝阳,北苑,中国铁建花语城,90.00㎡,南 北,2室1厅1卫,9200
rent0816,高楼层/13层,有,西城,金融街,新融苑,122.00㎡,西,2室2厅2卫,25000
rent0817,低楼层/12层,有,东城,东花市,本家润园一期,65.00㎡,东南,1室1厅1卫,9000
rent0818,低楼层/27层,有,通州,临河里,华业东方玫瑰C区,92.00㎡,东 西,2室1厅1卫,6100
rent0819,地下室/2层,无,大兴,大兴新机场,富力丹麦小镇A区,326.00㎡,南 北,6室2厅5卫,15000
rent0820,低楼层/13层,有,朝阳,常营,北京像素北区,50.00㎡,东南,2房间2卫,7200
rent0821,中楼层/6层,无,朝阳,甘露园,甘露园南里,64.00㎡,南 北,2室1厅1卫,6300
rent0822,低楼层/22层,有,通州,潞苑,中建雅颂居,90.00㎡,南,2室1厅1卫,3800
rent0823,高楼层/28层,无,石景山,城子,绿地·京西景园,71.44㎡,南 北,2室1厅1卫,3700
rent0824,中楼层/6层,无,海淀,五棵松,五一教工楼,56.00㎡,东 西,2室1厅1卫,6500
rent0825,低楼层/6层,无,昌平,鼓楼大街,南环里,65.00㎡,南 西 北,2室1厅1卫,3500
rent0826,中楼层/16层,有,海淀,苏州桥,海淀南路,40.00㎡,南,1室1厅1卫,7800
rent0827,高楼层/6层,无,朝阳,十里河,周庄嘉园东里C区,50.00㎡,南 北,1室1厅1卫,4500
rent0828,低楼层/10层,有,门头沟,门头沟其它,中门寺街37号院,60.30㎡,南 北,2室1厅1卫,2800
rent0829,低楼层/7层,无,昌平,天通苑,天通苑东一区,166.88㎡,南 北,3室1厅1卫,9000
rent0830,地下室/0层,无,昌平,鼓楼大街,金隅万科城二期,20.00㎡,东,1室0厅0卫,625
rent0831,中楼层/6层,无,西城,阜成门,展览路,38.20㎡,东,1室1厅1卫,6000
rent0832,中楼层/5层,无,海淀,田村,西木小区,60.00㎡,南 北,2室1厅1卫,6800
rent0833,低楼层/26层,无,门头沟,城子,城子大街90号院,60.00㎡,西北,2室1厅1卫,2800
rent0834,低楼层/16层,有,房山,长阳,碧桂园小区C区,86.00㎡,南 北,2室1厅1卫,3300
rent0835,中楼层/6层,无,朝阳,团结湖,水碓子西里,52.10㎡,南 北,2室1厅1卫,6400
rent0836,中楼层/4层,无,丰台,马家堡,电建地产洺悦苑,122.90㎡,南 北,3室1厅2卫,5000
rent0837,高楼层/27层,有,朝阳,朝青,国美第一城3号院,58.00㎡,东 西 北,1室1厅1卫,7000
rent0838,低楼层/24层,有,房山,长阳,首开熙悦双子座,54.00㎡,东,2房间1卫,3500
rent0839,高楼层/6层,无,朝阳,朝阳公园,南十里居,54.00㎡,南 北,2室1厅1卫,6300
rent0840,高楼层/6层,无,通州,梨园,云景西里南区,58.00㎡,南 北,2室1厅1卫,3500
rent0841,高楼层/32层,有,朝阳,奥林匹克公园,天居园,108.00㎡,西北,2室2厅2卫,9500
rent0842,中楼层/27层,有,海淀,清河,强佑·府学上院,88.70㎡,西,2室1厅1卫,8800
rent0843,高楼层/7层,有,昌平,东关,金地家园,119.00㎡,南 北,2室1厅1卫,4700
rent0844,低楼层/17层,有,朝阳,北苑,华贸城,53.00㎡,东,2室1厅1卫,7000
rent0845,高楼层/6层,有,朝阳,四惠,壹线国际,97.00㎡,南 北,2室1厅1卫,8500
rent0846,低楼层/16层,有,丰台,广安门,莲花池南里,48.00㎡,南,1室1厅1卫,6000
rent0847,中楼层/9层,有,通州,通州北苑,世纪星城三期,110.00㎡,南 北,2室2厅2卫,6400
rent0848,高楼层/6层,无,大兴,旧宫,美利新世界,111.79㎡,南 北,2室1厅2卫,5800
rent0849,中楼层/30层,有,昌平,回龙观,京投发展公园悦府,86.00㎡,南 北,3室1厅1卫,9000
rent0850,低楼层/8层,有,大兴,亦庄开发区其它,和悦华锦,89.00㎡,南 北,3室1厅2卫,5800
rent0851,中楼层/6层,无,顺义,顺义城,石园东区,64.00㎡,南 北,1室1厅1卫,3500
rent0852,高楼层/6层,无,朝阳,劲松,劲松路,56.87㎡,南 北,2室1厅1卫,6300
rent0853,低楼层/11层,有,顺义,顺义其它,澜西园二区,93.00㎡,南 北,3室1厅1卫,4600
rent0854,低楼层/18层,有,丰台,成寿寺,鑫源国际,53.00㎡,南,3房间1卫,7500
rent0855,中楼层/22层,有,石景山,杨庄,西现代城,84.90㎡,东北,2室1厅1卫,6200
rent0856,中楼层/17层,有,昌平,沙河,北街家园八区,88.00㎡,南 北,2室1厅1卫,5500
rent0857,低楼层/12层,有,大兴,枣园,那尔水晶城,114.00㎡,南 北,2室2厅2卫,5500
rent0858,中楼层/27层,有,通州,通州其它,后北营家园,89.00㎡,南 北,2室1厅1卫,4200
rent0859,低楼层/27层,有,朝阳,燕莎,远洋新干线,51.00㎡,北,1室0厅1卫,9000
rent0860,高楼层/18层,有,顺义,马坡,北辰墅院1900,85.00㎡,南 北,2室1厅1卫,5000
rent0861,高楼层/6层,有,海淀,西北旺,西山壹号院,350.00㎡,东 南 西 北,4室2厅3卫,60000
rent0862,低楼层/22层,有,朝阳,三元桥,金星园,189.00㎡,南 北,3室2厅2卫,24000
rent0863,低楼层/11层,有,房山,长阳,碧桂园小区C区,92.00㎡,南 北,2室1厅1卫,3300
rent0864,中楼层/6层,无,通州,马驹桥,莲水怡园,102.00㎡,南 北,2室1厅1卫,5000
rent0865,低楼层/6层,无,海淀,中关村,黄庄小区,57.40㎡,南 北,2室1厅1卫,8900
rent0866,中楼层/17层,有,大兴,枣园,彩虹新城,92.00㎡,南 北,2室1厅1卫,5300
rent0867,低楼层/3层,无,昌平,沙河,北科建泰禾丽春湖院子,374.87㎡,东 南 西 北,4室3厅5卫,35000
rent0868,高楼层/6层,无,大兴,旧宫,菊源南里,96.00㎡,南 北,2室1厅1卫,4600
rent0869,高楼层/6层,有,海淀,公主坟,翠微路甲10号院,42.00㎡,北,1房间1卫,6500
rent0870,低楼层/4层,无,亦庄开发区,亦庄,金地格林小镇,138.00㎡,南,4室2厅3卫,12500
rent0871,低楼层/10层,有,海淀,西二旗,领秀硅谷,122.00㎡,南 北,3室1厅2卫,13000
rent0872,中楼层/5层,无,石景山,鲁谷,鲁谷74号院,78.44㎡,南 北,3室1厅1卫,7500
rent0873,地下室/6层,无,朝阳,安贞,皇姑坟小区,40.00㎡,南,1室1厅1卫,4600
rent0874,高楼层/25层,有,西城,马连道,北欧印象,43.98㎡,北,1室0厅1卫,5000
rent0875,中楼层/31层,有,朝阳,建国门外,地杰长安驿,45.47㎡,北,1室0厅1卫,7500
rent0876,中楼层/16层,有,海淀,西直门,长河湾,72.26㎡,西北,1室1厅1卫,9200
rent0877,中楼层/6层,无,大兴,枣园,枣园小区,79.00㎡,南 北,2室1厅1卫,3700
rent0878,中楼层/20层,有,大兴,亦庄开发区其它,鹿海园五里,124.00㎡,南 北,3室1厅1卫,6500
rent0879,低楼层/6层,无,石景山,鲁谷,玉泉路65号院,40.00㎡,南 北,2室1厅1卫,5800
rent0880,中楼层/27层,有,通州,临河里,华业东方玫瑰B区,90.00㎡,南,2室1厅1卫,5000
rent0881,中楼层/31层,有,朝阳,望京,望京新城,106.00㎡,东南,3室1厅1卫,10800
rent0882,低楼层/6层,无,大兴,亦庄,小康东里,103.00㎡,南 北,3室1厅2卫,5800
